District,STATE,REMARKS,State_LGD,DISTRICT_L,Shape_Leng,Shape_Area,clayey_count,clayey_sum,clayey_mean
MORBI,GUJAR>T,,24,"673",539476.76472300000,4791280260.47000026703,198,1543609,7796.00505050505
AHMAD>B>D,GUJAR>T,,24,"438",857254.09464699996,6966373705.02999973297,289,1358959,4702.28027681661
>NAND,GUJAR>T,,24,"440",393046.69052300003,3054307464.84000015259,126,150451,1194.05555555556
DEVBHUMI DW>RKA,GUJAR>T,,24,"674",661732.98652999999,4002784449.65999984741,167,664963,3981.81437125749
J>MNAGAR,GUJAR>T,,24,"447",737428.07188399998,5694270687.81999969482,240,1616146,6733.94166666667
KACHCHH,GUJAR>T,,24,"449",2097006.99668000010,39131654163.69999694824,1623,781042,481.233518176217
BH>VNAGAR,GUJAR>T,,24,"443",505012.24022099999,6514338031.34999942780,267,1890731,7081.38951310861
BHAR@CH,GUJAR>T,,24,"442",802579.90107599995,4745943030.64999961853,198,1044714,5276.33333333333
S@RAT,GUJAR>T,,24,"459",523086.27817900002,4175888238.05000019073,173,1152167,6659.92485549133
NAVS>RI,GUJAR>T,,24,"453",327510.17020499997,2126084215.16000008583,89,606042,6809.4606741573
VALS>D,GUJAR>T,,24,"462",503925.52896400000,2846762616.40000009537,117,298277,2549.37606837607
AGAR MALWA,MADHYA PRADESH,,23,"667",374654.34239700000,2626911357.63000011444,111,877836,7908.43243243243
DISPUTED (RATLAM & MANDSAUR),MADHYA PRADESH,,23,,12984.58521330000,1263972.38528999989,0.0525857014330274,97.9676763377407,1863.0097853218
>GRA,UTTAR PRADESH,,9,"118",787929.47860300005,3902791485.67999982834,163,70822,434.490797546012
AJMER,R>JASTH>N,,8,"86",812709.25638799998,8160298609.52000045776,343,85920,250.495626822157
>LAPPUZHA,KERALA,,32,"554",295137.80891600001,1453745489.94000005722,58,185911,3205.36206896552
AL|GARH,UTTAR PRADESH,,9,"119",498779.44332800002,3585997343.21999979019,148,136414,921.716216216216
ALIRAJPUR,MADHYA PRADESH,,23,"639",481486.80244599999,3206796950.71000003815,130,556649,4281.91538461538
DISPUTED (ALIRAJPUR & D>HOD),DISPUTED (MADHYA PRADESH & GUJAR>T),,0,,18063.05542870000,4222065.23000000045,0.175540197851567,1752.14146716488,9981.4258421108
ALMORA,UTTAR>KHAND,,5,"45",394957.24764900003,3054451807.94999980927,124,0,0
ALWAR,R>JASTH>N,,8,"87",908983.51874900004,8091212384.84000015259,335,12773,38.1283582089552
AMBEDKARNAGAR,UTTAR PRADESH,,9,"121",384817.94375400001,2242460943.92000007629,91,110376,1212.92307692308
AMETHI,UTTAR PRADESH,,9,"640",396742.73799400002,2336051998.92000007629,98,431795,4406.07142857143
AMROHA,UTTAR PRADESH,,9,"154",364954.37971399998,2379925279.25000000000,98,5770,58.8775510204082
ANANTAPUR,ANDHRA PRADESH,,28,"502",1524559.50704999990,19165556643.40000152588,776,2645863,3409.61726804124
ANUGUL,ODISHA,,21,"344",605948.92970800004,6144341883.10000038147,256,512664,2002.59375
ANUPPUR,MADHYA PRADESH,,23,"390",563005.80408799998,3628974441.69000005722,150,338198,2254.65333333333
ARAVALLI,GUJAR>T,,24,"672",424917.88691800000,3030307976.92999935150,129,433306,3358.96124031008
ASHOKNAGAR,MADHYA PRADESH,,23,"391",428702.34131400002,4554381637.06999969482,189,1598978,8460.20105820106
AURAIYA,UTTAR PRADESH,,9,"122",279215.51035699999,1944745434.89000010490,81,6085,75.1234567901235
AZAMGARH,UTTAR PRADESH,,9,"123",498671.91985200002,4057541804.43000030518,171,13341,78.0175438596491
BUDAUN,UTTAR PRADESH,,9,"133",449698.11925300001,4112357065.93999958038,169,10318,61.0532544378698
B>GALKOT,KARN>TAKA,,29,"524",659839.06856799999,6414875097.54000091553,267,1045649,3916.28838951311
B>GESHWAR,UTTAR>KHAND,,5,"46",315673.15984199999,2173075913.40000009537,88,0,0
B>GHPAT,UTTAR PRADESH,,9,"124",218392.98638100000,1281800382.94000005722,52,0,0
BAHRAICH,UTTAR PRADESH,,9,"125",578747.61541500001,4776946197.07999992371,194,294969,1520.4587628866
BALAGHAT,MADHYA PRADESH,,23,"392",711298.24101999996,8904866537.20999908447,366,1391793,3802.7131147541
BOLANGIR (BALANGIR),ODISHA,,21,"345",560766.02267900005,6318357757.31000041962,263,1151464,4378.19011406844
BALASORE (B>LESHWAR),ODISHA,,21,"346",554559.33411299996,3581349597.40000009537,149,253946,1704.3355704698
BALL>RI,KARN>TAKA,,29,"528",780219.72859700001,8330054798.35999965668,334,1116762,3343.59880239521
BALLIA,UTTAR PRADESH,,9,"126",435847.66576000000,2878350458.86999988556,115,0,0
B>LOD,CHHATT|SGARH,,22,"646",415028.30758899997,3249540771.94000005722,137,578972,4226.07299270073
BALODA B>Z>R,CHHATT|SGARH,,22,"644",485313.89706900000,4495468285.35000038147,185,1190120,6433.08108108108
BALR>MPUR,CHHATT|SGARH,,22,"649",652255.34440800000,6029078270.35000038147,249,434475,1744.87951807229
BALRAMPUR,UTTAR PRADESH,,9,"127",461650.34350100002,3225738696.21000003815,131,20635,157.519083969466
BANAS K>NTHA,GUJAR>T,,24,"441",916373.29006599996,10349019412.60000038147,427,323074,756.613583138173
BANDA,UTTAR PRADESH,,9,"128",666400.81344199996,4283882474.25000000000,176,758312,4308.59090909091
B>NSW>RA,R>JASTH>N,,8,"88",411359.21857899998,4336303719.10000038147,182,1019556,5601.95604395604
BARABANKI,UTTAR PRADESH,,9,"129",489434.66960500000,3707078880.88000059128,152,113891,749.282894736842
BARAGARH,ODISHA,,21,"347",603877.34730499994,5624674392.31999969482,229,1229836,5370.46288209607
B>R>N,R>JASTH>N,,8,"89",632102.19394200004,6726828635.93999958038,277,1883169,6798.4440433213
BAREILLY,UTTAR PRADESH,,9,"130",516176.11593099998,3985895113.98000049591,164,91901,560.371951219512
B>RMER,R>JASTH>N,,8,"90",1049617.25185999996,27319207031.20000076294,1140,90687,79.55
BARWANI,MADHYA PRADESH,,23,"393",493718.64227000001,5227384390.81000041962,220,866458,3938.44545454545
BASTAR,CHHATT|SGARH,,22,"374",569531.12597599998,5228700398.78999996185,218,489831,2246.93119266055
BASTI,UTTAR PRADESH,,9,"131",371752.22380799998,2684574246.21000003815,113,30704,271.716814159292
BELAG>VI,KARN>TAKA,,29,"527",1101145.49922999996,13157389060.90000152588,535,2069162,3867.59252336449
BEMET>RA,CHHATT|SGARH,,22,"650",379763.71248699998,2155425658.03999996185,88,724037,8227.69318181818
BENGAL@RU RURAL,KARN>TAKA,,29,"526",491266.99765999999,2286911394.90999984741,97,584675,6027.57731958763
BENGAL@RU URBAN,KARN>TAKA,,29,"525",332478.19448300003,2189237083.51000022888,86,349254,4061.09302325581
BETUL,MADHYA PRADESH,,23,"394",726502.59591699997,9679103297.63999938965,408,1592745,3903.78676470588
BHADOHI,UTTAR PRADESH,,9,"179",273256.72492399998,976420388.66999995708,40,42775,1069.375
BHADRAK,ODISHA,,21,"348",356631.20418399997,2415828025.28999996185,98,184948,1887.22448979592
BHARATPUR,R>JASTH>N,,8,"91",731664.14342099999,4881165658.53999996185,203,0,0
BH|LW>RA,R>JASTH>N,,8,"92",724746.61398599995,10089945542.29999923706,426,140620,330.093896713615
BHIND,MADHYA PRADESH,,23,"395",592535.66903999995,4298496364.60000038147,179,1212600,6774.30167597765
BHOPAL,MADHYA PRADESH,,23,"396",378109.02190900000,2660915967.94999980927,110,732894,6662.67272727273
B|DAR,KARN>TAKA,,29,"529",551963.04584999999,5296106339.05000019073,218,1030108,4725.26605504587
B|J>PUR,CHHATT|SGARH,,22,"636",717764.34033599996,8962483683.11000061035,367,1051947,2866.34059945504
BIJNOR,UTTAR PRADESH,,9,"132",381323.12095499999,4465254228.84000015259,185,18838,101.827027027027
B|K>NER,R>JASTH>N,,8,"93",1180982.39229999995,29242823510.20000076294,1210,0,0
BIL>SPUR,CHHATT|SGARH,,22,"375",447081.50785599998,3410747938.82000017166,142,549133,3867.1338028169
GAURELA-PENDRA-MARWAHI,CHHATT|SGARH,,22,"734",269819.93649300002,1918218806.11999964714,82,212775,2594.81707317073
BIL>SPUR,HIM>CHAL PRADESH,,2,"15",253303.28362500001,1139841150.08999991417,49,0,0
BISHNUPUR,MANIPUR,,14,"252",158213.28630800001,461820332.27200001478,20,34860,1743
BOKARO,JH>RKHAND,,20,"322",426028.25347699999,2769081510.11999988556,119,436287,3666.27731092437
BULANDSHAHR,UTTAR PRADESH,,9,"134",383798.39097000001,3402373200.41000032425,142,4314,30.3802816901408
B@NDI,R>JASTH>N,,8,"94",483675.26263399998,5557825521.47000026703,229,511165,2232.1615720524
BURHANPUR,MADHYA PRADESH,,23,"397",333906.40709200001,3107225756.71999979019,128,536883,4194.3984375
CENTRAL,DELHI,,7,"77",92366.02411550000,103186016.09400001168,3,0,0
CH>MAR>JANAGAR,KARN>TAKA,,29,"531",591094.40235300001,5667936944.09000015259,229,1142691,4989.91703056769
CHAMBA,HIM>CHAL PRADESH,,2,"16",561018.42641199997,6411374707.60999965668,260,0,0
CHAMP>WAT,UTTAR>KHAND,,5,"48",271591.23589200003,1715186952.97000002861,71,0,0
CHAMPH>I,MIZORAM,,15,"262",417447.64627299999,3269846214.01000070572,137,276924,2021.34306569343
CHANDAULI,UTTAR PRADESH,,9,"135",383495.88005899999,2452050714.15000009537,102,180868,1773.21568627451
CHANDEL,MANIPUR,,14,"253",237512.98587400001,1896502418.80999994278,78,327803,4202.60256410256
CHANDIGARH,CHAND|GARH,,4,"44",62113.07637860000,111867387.14599999785,5,0,0
CHATRA,JH>RKHAND,,20,"323",563467.09325899999,3659068583.38000059128,156,445065,2852.98076923077
CHHATARPUR,MADHYA PRADESH,,23,"398",996335.29110799998,8344542362.18999958038,348,1215087,3491.62931034483
CHHINDWARA,MADHYA PRADESH,,23,"399",814856.77476800000,11368092974.29999923706,467,1901944,4072.6852248394
CHHOTA UDEPUR,GUJAR>T,,24,"668",515414.99447699997,3326713607.30000019073,139,1172014,8431.75539568345
CHIK BALL>PUR,KARN>TAKA,,29,"630",493203.11986500002,4213065376.55999994278,171,570953,3338.90643274854
CHIKKAMAGAL@RU,KARN>TAKA,,29,"532",590659.05133000005,7157359114.53999996185,287,1219133,4247.85017421603
CHITRADURGA,KARN>TAKA,,29,"533",674318.41025099996,8346938429.78999996185,338,1749946,5177.3550295858
CHITRAKOOT,UTTAR PRADESH,,9,"136",533683.22727000003,3070689929.17999982834,128,178193,1392.1328125
CHITTAURGARH,R>JASTH>N,,8,"95",1003416.54359999998,7515310038.81000041962,316,254776,806.253164556962
CHITTOOR,ANDHRA PRADESH,,28,"503",1287744.15934000001,14907547828.40000152588,604,2416317,4000.52483443709
CHUR>CH>NDPUR,MANIPUR,,14,"254",288454.45405000000,2341837747.98000001907,100,93882,938.82
CH@RU,R>JASTH>N,,8,"96",1026392.85028000001,13393563936.09999847412,558,0,0
Y S R KADAPA,ANDHRA PRADESH,,28,"504",796144.60942200001,15155269448.50000000000,610,2085232,3418.4131147541
CUTTACK,ODISHA,,21,"350",623347.49237999995,3720048022.69999980927,157,555461,3537.96815286624
D>HOD,GUJAR>T,,24,"445",397208.12360799999,3503175922.00000000000,142,904226,6367.78873239437
DAKSHINA  KANNADA,KARN>TAKA,,29,"534",485546.30545699998,4846207973.22000026703,190,183524,965.915789473684
DAMAN,D>DRA & NAGAR HAVELI & DAM>N & DIU,,38,"463",49913.14934440000,68969441.33020000160,2,0,0
DAMOH,MADHYA PRADESH,,23,"400",634967.98026800004,7021653982.39000034332,291,1678131,5766.77319587629
D>NGS,GUJAR>T,,24,"444",267412.23872099997,1703425588.23000025749,71,20566,289.661971830986
DAKSHIN BASTAR DANTEW>DA,CHHATT|SGARH,,22,"376",460460.21793400001,2733461710.07000017166,112,210939,1883.38392857143
DATIA,MADHYA PRADESH,,23,"401",560683.83120799996,2585631791.92000007629,110,765343,6957.66363636364
DAUSA,R>JASTH>N,,8,"97",515836.19162000000,3292720927.65000057220,139,149136,1072.92086330935
D>VANGERE,KARN>TAKA,,29,"535",589250.39690800000,5852940042.40999984741,235,1704185,7251.85106382979
DEHRAD@N,UTTAR>KHAND,,5,"49",503253.16431000002,3019033005.11000013351,125,19267,154.136
DEOGARH,ODISHA,,21,"351",409810.12600300001,2847432415.71000003815,119,282349,2372.68067226891
DEORIA,UTTAR PRADESH,,9,"137",396811.75571900001,2443591235.76999998093,100,280684,2806.84
DEWAS,MADHYA PRADESH,,23,"402",851413.88103399996,6745244327.27000045776,276,1953444,7077.69565217391
DHALAI,TRIPURA,,16,"269",368965.01104900002,2191520472.86999988556,93,280121,3012.05376344086
DHAMTARI,CHHATT|SGARH,,22,"377",432007.38739900000,3943167561.26000022888,164,457387,2788.94512195122
DHANBAD,JH>RKHAND,,20,"325",224325.41372600000,1959276427.23000001907,82,44578,543.634146341463
DHAR,MADHYA PRADESH,,23,"403",594125.33839599998,7847408490.51000022888,326,2278386,6988.91411042945
AYODHYA,UTTAR PRADESH,,9,"140",368810.21522000001,2590690408.88000011444,109,141846,1301.33944954128
DEOGHAR,JH>RKHAND,,20,"324",310907.25985899998,2390217604.53000020981,97,112223,1156.9381443299
DH>RWAD,KARN>TAKA,,29,"536",466079.21497600002,4185668771.86000013351,173,1220848,7056.92485549133
DHENK>N>L,ODISHA,,21,"352",407088.67625100003,4299977172.51000022888,178,1066585,5992.05056179775
DHAULPUR,R>JASTH>N,,8,"98",397730.00105700002,2923875633.46000003815,123,40888,332.422764227642
DINDORI,MADHYA PRADESH,,23,"404",640341.91001200001,5526516790.03999996185,235,1141012,4855.37021276596
DUMKA,JH>RKHAND,,20,"326",406167.96867799998,3615427429.57999992371,153,379324,2479.24183006536
D@NGARPUR,R>JASTH>N,,8,"99",373314.88251800003,3625027685.80000019073,150,99383,662.553333333333
DURG,CHHATT|SGARH,,22,"378",341679.97551800002,2214112656.50000000000,91,595919,6548.56043956044
EAST,DELHI,,7,"78",24536.83059660000,30510722.91580000147,1.26104937829829,0,0
EAST,SIKKIM,,11,"225",146187.57622500000,905270519.66700017452,36,0,0
EAST G>RO HILLS,MEGH>LAYA,,17,"273",241796.98896600000,1521778459.57999992371,63,320111,5081.12698412698
EAST GODAVARI,ANDHRA PRADESH,,28,"505",1004317.88398000004,12589817609.00000190735,514,2565242,4990.74319066148
EAST KH>SI HILLS,MEGH>LAYA,,17,"274",331204.46958500001,2735979477.26999998093,112,453766,4051.48214285714
EAST NIMAR,MADHYA PRADESH,,23,"405",605136.19215599995,7190925042.03999996185,297,1925168,6482.04713804714
ERN>KULAM,KERALA,,32,"555",414199.27736299997,3115071285.48000001907,119,525423,4415.31932773109
ETAH,UTTAR PRADESH,,9,"138",494594.14467499999,2338665093.01000022888,100,230521,2305.21
ET>WAH,UTTAR PRADESH,,9,"139",330796.84307599999,2241659390.76999998093,93,20661,222.161290322581
FARRUKH>B>D,UTTAR PRADESH,,9,"141",342912.66093900002,2104537712.83999991417,91,79243,870.802197802198
FATEHPUR,UTTAR PRADESH,,9,"142",437048.11623699998,4012799500.53000020981,168,11664,69.4285714285714
FIROZ>B>D,UTTAR PRADESH,,9,"143",389477.99888899998,2333857122.82999992371,95,55332,582.442105263158
GADAG,KARN>TAKA,,29,"537",559734.03081899998,4576795324.68999958038,183,1005243,5493.13114754098
GAJAPATI,ODISHA,,21,"353",505662.57022100000,4001409962.53000020981,167,903666,5411.17365269461
GANJ>M,ODISHA,,21,"354",679720.08148699999,8115391150.28999996185,332,1438388,4332.49397590361
GARHWA,JH>RKHAND,,20,"328",411883.17961699999,3943667394.67999982834,163,650231,3989.1472392638
GARIY>BAND,CHHATT|SGARH,,22,"645",512147.53486999997,4675476420.44999980927,194,588164,3031.77319587629
GAUTAMBUDHNAGAR,UTTAR PRADESH,,9,"144",310305.17694099998,1367580032.39000010490,56,0,0
GAZIPUR,UTTAR PRADESH,,9,"146",413354.73022299999,3252688582.04000043869,135,20320,150.518518518519
GH>ZI>B>D,UTTAR PRADESH,,9,"145",217418.36005300001,882411235.64299988747,36,0,0
G|R SOMN>TH,GUJAR>T,,24,"675",396544.45320500003,2549589437.78000020981,106,463874,4376.16981132075
GIRIDIH,JH>RKHAND,,20,"329",468886.65629900002,4772801949.38000011444,200,731860,3659.3
GODDA,JH>RKHAND,,20,"330",314184.80731800001,2195720988.78000020981,94,371019,3947.01063829787
GOMATI,TRIPURA,,16,"654",343493.49667500000,1556344729.98000001907,65,232453,3576.2
GONDA,UTTAR PRADESH,,9,"147",513177.22554000001,3838936965.90999984741,159,234808,1476.77987421384
GORAKHPUR,UTTAR PRADESH,,9,"148",548846.09266199998,3208369037.57999944687,139,110399,794.237410071942
GUMLA,JH>RKHAND,,20,"331",564026.42188299994,5154590132.42000007629,214,637971,2981.17289719626
GUNA,MADHYA PRADESH,,23,"406",674934.75869000005,6135291987.36999988556,255,1522548,5970.77647058824
GUNTUR,ANDHRA PRADESH,,28,"506",800649.10298299999,11159896511.89999961853,454,2375504,5232.38766519824
GWALIOR,MADHYA PRADESH,,23,"407",392206.19242300000,4392940982.77999973297,185,1152513,6229.8
HAM|RPUR,HIM>CHAL PRADESH,,2,"17",188675.94177199999,1092455557.70000004768,44,0,0
HAMIRPUR,UTTAR PRADESH,,9,"149",504533.83646399999,3748844216.32000017166,159,888441,5587.67924528302
HANUM>NGARH,R>JASTH>N,,8,"101",939963.77775100002,9415831017.53000068665,380,0,0
H>PUR,UTTAR PRADESH,,9,"661",246171.83691600000,1081374944.17000007629,46,4036,87.7391304347826
HARDA,MADHYA PRADESH,,23,"408",309197.24647600000,3215630808.73999977112,134,1056975,7887.87313432836
HARDOI,UTTAR PRADESH,,9,"150",580623.30044499994,5776645684.00000000000,238,0,0
HARIDW>R,UTTAR>KHAND,,5,"50",287340.47263400001,2225504964.00000000000,90,0,0
HASSAN,KARN>TAKA,,29,"539",653271.78234599996,6790131976.16999912262,272,888580,3266.83823529412
H>THRAS,UTTAR PRADESH,,9,"163",349333.62115800002,1720320995.72000002861,71,130110,1832.53521126761
H>VERI,KARN>TAKA,,29,"540",467260.53066200000,4756757131.34000015259,194,946253,4877.59278350515
HAZARIBAGH,JH>RKHAND,,20,"332",663332.48776000005,4170568752.55000019073,171,870402,5090.0701754386
HOSHANG>B>D,MADHYA PRADESH,,23,"409",569919.85454199999,6432088919.26000022888,268,1717293,6407.80970149254
IDUKKI,KERALA,,32,"556",578310.55097400001,4444596050.06999969482,177,1566080,8847.90960451977
IMPHAL WEST,MANIPUR,,14,"256",195028.39039799999,468816414.14800000191,17,34283,2016.64705882353
INDORE,MADHYA PRADESH,,23,"410",517693.36371200002,3759399157.63999986649,156,1388605,8901.3141025641
JABALPUR,MADHYA PRADESH,,23,"411",576720.81861199997,4898395541.85999965668,204,1357725,6655.51470588235
JAGATSINGHPUR,ODISHA,,21,"355",262528.01857900003,1674095798.69999980927,69,386792,5605.68115942029
JAIPUR,R>JASTH>N,,8,"102",843777.22914700001,10738111916.79999923706,442,0,0
JAISALMER,R>JASTH>N,,8,"103",1149947.19488000008,37076827428.80000305176,1533,0,0
J>JAPUR,ODISHA,,21,"356",433131.24493300001,2794481950.19999980927,115,388223,3375.85217391304
JALAUN,UTTAR PRADESH,,9,"151",494340.82501500001,4393854037.35999965668,181,1330589,7351.32044198895
J>LOR,R>JASTH>N,,8,"104",734506.07877300004,10237007641.50000000000,427,25499,59.7166276346604
JAMTARA,JH>RKHAND,,20,"333",327376.66560800001,1738218050.81999993324,76,6400,84.2105263157895
J>NJG|R - CH>MPA,CHHATT|SGARH,,22,"379",555226.65255799994,4321848604.72999954224,184,1076137,5848.57065217391
JASHPUR,CHHATT|SGARH,,22,"380",501891.72378300002,5627659956.30000019073,236,173989,737.241525423729
JAUNPUR,UTTAR PRADESH,,9,"152",539279.97495800001,3882282959.90000009537,158,70895,448.70253164557
JHABUA,MADHYA PRADESH,,23,"412",340600.11476600001,3311826109.49000024796,139,636735,4580.8273381295
DISPUTED (RATLAM & B>NSW>RA),DISPUTED (MADHYA PRADESH & R>JASTH>N),,0,,4472.64554852000,690105.44732100004,0.0287058858205295,275.461680333801,9596
JH>L>W>R,R>JASTH>N,,8,"105",754272.12085299997,6098840407.68999958038,256,1648211,6438.32421875
JHANSI,UTTAR PRADESH,,9,"153",994300.22835600004,4832822966.53999996185,205,1343978,6555.99024390244
JH>RSUGUDA,ODISHA,,21,"357",357233.91903300001,1995409611.58999991417,86,406440,4726.04651162791
JHUNJHUN@N,R>JASTH>N,,8,"106",520688.84273999999,5725228370.84000015259,240,0,0
JODHPUR,R>JASTH>N,,8,"107",1036725.76566000003,21857052895.40000152588,908,226547,249.501101321586
J@N>GADH,GUJAR>T,,24,"448",650849.60524599999,5922423712.60999965668,246,1384142,5626.59349593496
KAB|RDH>M,CHHATT|SGARH,,22,"382",434302.99125399999,4037905476.30999994278,168,786119,4679.27976190476
KALABURAGI,KARN>TAKA,,29,"538",891041.04382400005,10677305597.10000038147,437,2615137,5984.29519450801
KAL>H>NDI,ODISHA,,21,"358",636149.20425700000,7632727250.78999996185,314,1922305,6121.99044585987
KANDHAM>L,ODISHA,,21,"359",644946.62214600004,7745678774.94999980927,321,1020031,3177.66666666667
K>NGRA,HIM>CHAL PRADESH,,2,"18",571807.66898600000,5633809227.67000007629,229,0,0
UTTAR BASTAR K>NKER,CHHATT|SGARH,,22,"381",645466.92956299998,6944506416.56999969482,283,251232,887.745583038869
KANNAUJ,UTTAR PRADESH,,9,"155",309691.03473600000,2015119811.22000002861,83,40341,486.036144578313
KANN@R,KERALA,,32,"557",339137.09602200001,2976762848.44000005722,117,689169,5890.33333333333
KANPUR,UTTAR PRADESH,,9,"157",461116.27630500001,2888527071.26999998093,116,47527,409.715517241379
KANPUR DEHAT,UTTAR PRADESH,,9,"156",371011.67677399999,3041183145.96999931335,124,55404,446.806451612903
K>RAIK>L,PUDUCHERRY,,34,"598",127972.22800700000,160538689.80000001192,7,55519,7931.28571428571
KARAULI,R>JASTH>N,,8,"108",519975.88221200003,4832985849.85999965668,194,332910,1716.03092783505
K>SARAGOD,KERALA,,32,"558",344680.78840800002,1992999271.91000032425,80,528661,6608.2625
KASGANJ,UTTAR PRADESH,,9,"633",323363.35567899997,1891694043.50999975204,74,192643,2603.28378378378
KATNI,MADHYA PRADESH,,23,"413",635802.34950300003,4859759769.97000026703,198,845934,4272.39393939394
KAUSHAMBI,UTTAR PRADESH,,9,"158",263022.69539600000,1721997321.44999980927,72,6002,83.3611111111111
KENDR>PARHA,ODISHA,,21,"360",406097.54542699998,2444274717.32999992371,103,455418,4421.53398058252
KEONJHAR (KENDUJHAR),ODISHA,,21,"361",664391.23017100000,7996780949.92000007629,334,1288751,3858.53592814371
KHERI,UTTAR PRADESH,,9,"159",689908.29649600002,7431766489.60999965668,308,0,0
KHORDHA,ODISHA,,21,"362",640351.92123900005,2781806247.82000017166,116,301154,2596.15517241379
KHOWAI,TRIPURA,,16,"652",231379.59480300001,1011187255.24000000954,42,99175,2361.30952380952
KHUNTI,JH>RKHAND,,20,"606",385548.04671099997,2534969139.96999979019,101,672786,6661.24752475248
GANG>NAGAR,R>JASTH>N,,8,"100",824329.02861200005,10604700367.50000000000,439,0,0
EAST JAINTIA HILLS,MEGH>LAYA,,17,"657",266454.38842400000,1937293116.24000000954,82,406867,4961.79268292683
KODAGU,KARN>TAKA,,29,"541",466411.43999300001,4107024700.63000011444,165,992656,6016.09696969697
KODARMA,JH>RKHAND,,20,"334",313957.61092499999,1575453962.77000021935,65,34129,525.061538461538
KOLAR,KARN>TAKA,,29,"542",499240.77926699998,3961738111.60999965668,154,371971,2415.3961038961
KOLLAM,KERALA,,32,"559",351983.51947599999,2552846259.80000019073,98,315887,3223.33673469388
KONDAGAON,CHHATT|SGARH,,22,"643",478627.41609700001,4908720155.86999988556,205,55263,269.575609756098
KOPPAL,KARN>TAKA,,29,"543",536933.30314900004,5469501330.60999965668,223,1026383,4602.61434977578
KOR>PUT,ODISHA,,21,"363",790931.63424699998,8131518072.43000125885,332,737906,2222.60843373494
KORBA,CHHATT|SGARH,,22,"383",484704.92379999999,6347595180.57999992371,262,392180,1496.87022900763
KOREA,CHHATT|SGARH,,22,"384",540618.79001300002,6348856686.20000076294,262,160689,613.31679389313
KOTA,R>JASTH>N,,8,"109",608217.65680899995,4895444743.56999969482,201,1285749,6396.76119402985
KOTTAYAM,KERALA,,32,"560",322325.87532200001,2253782890.44000005722,88,556133,6319.69318181818
KOZHIKODE,KERALA,,32,"561",296315.81918499997,2364872476.19999980927,91,428716,4711.16483516484
KRISHNA,ANDHRA PRADESH,,28,"510",832126.82250200002,8561151314.05000019073,357,1973548,5528.14565826331
KULLU,HIM>CHAL PRADESH,,2,"20",422724.96072300000,5379324333.97000026703,219,0,0
KURNOOL,ANDHRA PRADESH,,28,"511",894651.28274199995,17077547954.29999923706,698,4006382,5739.80229226361
KUSHINAGAR,UTTAR PRADESH,,9,"160",457301.79835499998,2771299334.51999998093,117,363407,3106.04273504273
LAKSHADWEEP,LAKSHADWEEP,,31,"553",144322.28282699999,30346283.22520000115,1.19551268443371,0,0
LALITPUR,UTTAR PRADESH,,9,"161",435480.56029100000,4850700924.81999969482,206,561067,2723.62621359223
LATEHAR,JH>RKHAND,,20,"335",504222.16652000003,4079607814.34999990463,167,510745,3058.35329341317
LOHARDAGA,JH>RKHAND,,20,"336",257886.53827100000,1448312602.47000002861,61,139979,2294.73770491803
LUCKNOW,UTTAR PRADESH,,9,"162",370767.28996999998,2438586023.71999979019,100,55761,557.61
MAH>SAMUND,CHHATT|SGARH,,22,"385",522464.37544700003,4579577727.43000030518,189,410865,2173.88888888889
MAHE,PUDUCHERRY,,34,"599",27438.10733680000,9020243.77363999933,0.358931737479149,3083.73722697946,8591.43091841689
MAHISAGAR,GUJAR>T,,24,"669",381868.16892099997,2415516260.59999990463,101,188215,1863.51485148515
MAHOBA,UTTAR PRADESH,,9,"165",556516.12930000003,3143315712.71000003815,130,715240,5501.84615384615
MAINPURI,UTTAR PRADESH,,9,"166",376263.53918399999,2640472978.63999986649,112,41617,371.580357142857
MALAPPURAM,KERALA,,32,"562",405137.23574700003,3589215093.21999979019,143,807738,5648.51748251748
"DISPUTED (S>HIBGANJ, M>LDAH & KATIH>R)","DISPUTED (WEST BENGAL , BIH>R & JH>RKHAND)",,0,,19515.38487790000,13982943.85449999943,0.581477145366051,0.141941386365252,0.244104841430864
MALKANGIRI,ODISHA,,21,"364",502153.52785499999,5614453548.26000022888,232,857871,3697.71982758621
MANDYA,KARN>TAKA,,29,"544",546142.24703500001,4958061208.94999980927,195,738490,3787.12820512821
MANDI,HIM>CHAL PRADESH,,2,"22",335860.11042200000,3867140398.40999984741,156,0,0
MANDLA,MADHYA PRADESH,,23,"415",711614.12809400004,7226559285.01000118256,298,892300,2994.29530201342
MANDSAUR,MADHYA PRADESH,,23,"416",557027.22299499996,5334714119.27999973297,223,1410696,6325.99103139013
MATHURA,UTTAR PRADESH,,9,"167",407498.87504900002,3225493065.84000015259,130,0,0
MAU,UTTAR PRADESH,,9,"168",306512.50381899998,1670689971.45000028610,67,1514,22.5970149253731
MAY@RBHANJ,ODISHA,,21,"365",778904.11272800004,10022504333.20000076294,417,1587858,3807.81294964029
MEERUT,UTTAR PRADESH,,9,"169",320531.34472100000,2512807895.46999979019,104,0,0
MIRZAPUR,UTTAR PRADESH,,9,"170",574005.62761400000,4246825888.34999942780,178,354587,1992.06179775281
MOR>D>B>D,UTTAR PRADESH,,9,"171",396486.12532200001,1887455028.06000018120,79,21508,272.253164556962
MORENA,MADHYA PRADESH,,23,"417",630246.71711199998,4802761551.71000003815,195,1291447,6622.80512820513
